0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 220.222, 213.009, 208.512, 206.259, 206.259, 208.512, 213.009, 220.222, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 208.444, 199.47, 191.633, 186.148, 183.341, 183.341, 186.148, 191.633, 199.47, 208.444, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 215.639, 201.342, 188.763, 177.677, 168.612, 162.252, 158.986, 158.986, 162.252, 168.612, 177.677, 188.763, 201.342, 215.639, 0, 0, 0, 0
0, 0, 0, 215.639, 199.467, 183.344, 168.525, 155.68, 145.422, 138.294, 134.646, 134.646, 138.294, 145.422, 155.68, 168.525, 183.344, 199.467, 215.639, 0, 0, 0
0, 0, 0, 201.342, 183.344, 165.404, 148.859, 134.629, 123.395, 115.652, 111.707, 111.707, 115.652, 123.395, 134.629, 148.859, 165.404, 183.344, 201.342, 0, 0, 0
0, 0, 208.444, 188.763, 168.525, 148.859, 130.92, 115.634, 103.672, 95.483, 91.3299, 91.3299, 95.483, 103.672, 115.634, 130.92, 148.859, 168.525, 188.763, 208.444, 0, 0
0, 220.222, 199.47, 177.677, 155.68, 134.629, 115.634, 99.5899, 87.1303, 78.6514, 74.3673, 74.3673, 78.6514, 87.1303, 99.5899, 115.634, 134.629, 155.68, 177.677, 199.47, 220.222, 0
0, 213.009, 191.633, 168.612, 145.422, 123.395, 103.672, 87.1303, 74.3632, 65.7171, 61.3621, 61.3621, 65.7171, 74.3632, 87.1303, 103.672, 123.395, 145.422, 168.612, 191.633, 213.009, 0
0, 208.512, 186.148, 162.252, 138.294, 115.652, 95.483, 78.6514, 65.7171, 56.9882, 52.6015, 52.6015, 56.9882, 65.7171, 78.6514, 95.483, 115.652, 138.294, 162.252, 186.148, 208.512, 0
0, 206.259, 183.341, 158.986, 134.646, 111.707, 91.3299, 74.3673, 61.3621, 52.6015, 48.2041, 48.2041, 52.6015, 61.3621, 74.3673, 91.3299, 111.707, 134.646, 158.986, 183.341, 206.259, 0
0, 206.259, 183.341, 158.986, 134.646, 111.707, 91.3299, 74.3673, 61.3621, 52.6015, 48.2041, 48.2041, 52.6015, 61.3621, 74.3673, 91.3299, 111.707, 134.646, 158.986, 183.341, 206.259, 0
0, 208.512, 186.148, 162.252, 138.294, 115.652, 95.483, 78.6514, 65.7171, 56.9882, 52.6015, 52.6015, 56.9882, 65.7171, 78.6514, 95.483, 115.652, 138.294, 162.252, 186.148, 208.512, 0
0, 213.009, 191.633, 168.612, 145.422, 123.395, 103.672, 87.1303, 74.3632, 65.7171, 61.3621, 61.3621, 65.7171, 74.3632, 87.1303, 103.672, 123.395, 145.422, 168.612, 191.633, 213.009, 0
0, 220.222, 199.47, 177.677, 155.68, 134.629, 115.634, 99.5899, 87.1303, 78.6514, 74.3673, 74.3673, 78.6514, 87.1303, 99.5899, 115.634, 134.629, 155.68, 177.677, 199.47, 220.222, 0
0, 0, 208.444, 188.763, 168.525, 148.859, 130.92, 115.634, 103.672, 95.483, 91.3299, 91.3299, 95.483, 103.672, 115.634, 130.92, 148.859, 168.525, 188.763, 208.444, 0, 0
0, 0, 0, 201.342, 183.344, 165.404, 148.859, 134.629, 123.395, 115.652, 111.707, 111.707, 115.652, 123.395, 134.629, 148.859, 165.404, 183.344, 201.342, 0, 0, 0
0, 0, 0, 215.639, 199.467, 183.344, 168.525, 155.68, 145.422, 138.294, 134.646, 134.646, 138.294, 145.422, 155.68, 168.525, 183.344, 199.467, 215.639, 0, 0, 0
0, 0, 0, 0, 215.639, 201.342, 188.763, 177.677, 168.612, 162.252, 158.986, 158.986, 162.252, 168.612, 177.677, 188.763, 201.342, 215.639, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 208.444, 199.47, 191.633, 186.148, 183.341, 183.341, 186.148, 191.633, 199.47, 208.444, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 220.222, 213.009, 208.512, 206.259, 206.259, 208.512, 213.009, 220.222, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
